code,name,value_range,options,candidate_map,依据
0125_0252_04,非木竹材林产品采伐经营许可合规,是否持有采伐/经营许可且无违规,是否持有采伐 / 经营许可且无违规,"{""是否持有采伐"": 100, ""经营许可且无违规"": 25}",启发生成（需人工审核）
013_02,寒区防寒保暖设施覆盖率,暖棚/保温圈舍覆盖比例,暖棚 / 保温圈舍覆盖比例,"{""暖棚"": 100, ""保温圈舍覆盖比例"": 25}",启发生成（需人工审核）
0131_01,主要牲畜存栏量,牛/猪/羊等存栏,牛 / 猪 / 羊等存栏,"{""牛"": 100, ""猪"": 62, ""羊等存栏"": 25}",启发生成（需人工审核）
0131_04,寒地舍饲化养殖比例,舍饲/半舍饲占比,舍饲 / 半舍饲占比,"{""舍饲"": 100, ""半舍饲占比"": 25}",启发生成（需人工审核）
0131_07,肉牛/奶牛存栏量,肉牛、奶牛存栏数,肉牛 / 奶牛存栏数,"{""肉牛"": 100, ""奶牛存栏数"": 25}",启发生成（需人工审核）
0131_0311_03,牛的繁殖成活率,成活仔畜/胎次与配种情况,成活仔畜 / 胎次与配种情况,"{""成活仔畜"": 100, ""胎次与配种情况"": 25}",启发生成（需人工审核）
0131_0311_04,牛的饲料自给率,自有/本地饲料占比,自有 / 本地饲料占比,"{""自有"": 100, ""本地饲料占比"": 25}",启发生成（需人工审核）
0131_0311_05,牛的疫病防控合格,免疫/检疫/消毒记录齐全无疫情,免疫 / 检疫 / 消毒记录齐全无疫情,"{""免疫"": 100, ""检疫"": 62, ""消毒记录齐全无疫情"": 25}",启发生成（需人工审核）
0131_0311_06,牛的订单销售覆盖率,订单/合同收购占比,订单 / 合同收购占比,"{""订单"": 100, ""合同收购占比"": 25}",启发生成（需人工审核）
0131_0312_03,马的繁殖成活率,成活仔畜/胎次与配种情况,成活仔畜 / 胎次与配种情况,"{""成活仔畜"": 100, ""胎次与配种情况"": 25}",启发生成（需人工审核）
0131_0312_04,马的饲料自给率,自有/本地饲料占比,自有 / 本地饲料占比,"{""自有"": 100, ""本地饲料占比"": 25}",启发生成（需人工审核）
0131_0312_05,马的疫病防控合格,免疫/检疫/消毒记录齐全无疫情,免疫 / 检疫 / 消毒记录齐全无疫情,"{""免疫"": 100, ""检疫"": 62, ""消毒记录齐全无疫情"": 25}",启发生成（需人工审核）
0131_0312_06,马的订单销售覆盖率,订单/合同收购占比,订单 / 合同收购占比,"{""订单"": 100, ""合同收购占比"": 25}",启发生成（需人工审核）
0131_0312_07,马匹用途结构,肉用/役用/运动/奶用为主,肉用 / 役用 / 运动 / 奶用为主,,中性/无配置
0131_0312_08,马匹良种覆盖率,良种/纯种马占比,良种 / 纯种马占比,"{""良种"": 100, ""纯种马占比"": 25}",启发生成（需人工审核）
0131_0313_03,猪的繁殖成活率,成活仔畜/胎次与配种情况,成活仔畜 / 胎次与配种情况,"{""成活仔畜"": 100, ""胎次与配种情况"": 25}",启发生成（需人工审核）
0131_0313_04,猪的饲料自给率,自有/本地饲料占比,自有 / 本地饲料占比,"{""自有"": 100, ""本地饲料占比"": 25}",启发生成（需人工审核）
0131_0313_05,猪的疫病防控合格,免疫/检疫/消毒记录齐全无疫情,免疫 / 检疫 / 消毒记录齐全无疫情,"{""免疫"": 100, ""检疫"": 62, ""消毒记录齐全无疫情"": 25}",启发生成（需人工审核）
0131_0313_06,猪的订单销售覆盖率,订单/合同收购占比,订单 / 合同收购占比,"{""订单"": 100, ""合同收购占比"": 25}",启发生成（需人工审核）
0131_0314_03,羊的繁殖成活率,成活仔畜/胎次与配种情况,成活仔畜 / 胎次与配种情况,"{""成活仔畜"": 100, ""胎次与配种情况"": 25}",启发生成（需人工审核）
0131_0314_04,羊的饲料自给率,自有/本地饲料占比,自有 / 本地饲料占比,"{""自有"": 100, ""本地饲料占比"": 25}",启发生成（需人工审核）
0131_0314_05,羊的疫病防控合格,免疫/检疫/消毒记录齐全无疫情,免疫 / 检疫 / 消毒记录齐全无疫情,"{""免疫"": 100, ""检疫"": 62, ""消毒记录齐全无疫情"": 25}",启发生成（需人工审核）
0131_0314_06,羊的订单销售覆盖率,订单/合同收购占比,订单 / 合同收购占比,"{""订单"": 100, ""合同收购占比"": 25}",启发生成（需人工审核）
0131_0315_03,骆驼繁殖成活率,成活仔畜/胎次与配种情况,成活仔畜 / 胎次与配种情况,"{""成活仔畜"": 100, ""胎次与配种情况"": 25}",启发生成（需人工审核）
0131_0315_04,骆驼饲料自给率,自有/本地饲料占比,自有 / 本地饲料占比,"{""自有"": 100, ""本地饲料占比"": 25}",启发生成（需人工审核）
0131_0315_05,骆驼疫病防控合格,免疫/检疫/消毒记录齐全无疫情,免疫 / 检疫 / 消毒记录齐全无疫情,"{""免疫"": 100, ""检疫"": 62, ""消毒记录齐全无疫情"": 25}",启发生成（需人工审核）
0131_0315_06,骆驼订单销售覆盖率,订单/合同收购占比,订单 / 合同收购占比,"{""订单"": 100, ""合同收购占比"": 25}",启发生成（需人工审核）
0131_0315_07,骆驼产品结构,乳用/肉用/毛绒用为主,乳用 / 肉用 / 毛绒用为主,,中性/无配置
0131_0319_03,其他牲畜繁殖成活率,成活仔畜/胎次与配种情况,成活仔畜 / 胎次与配种情况,"{""成活仔畜"": 100, ""胎次与配种情况"": 25}",启发生成（需人工审核）
0131_0319_04,其他牲畜饲料自给率,自有/本地饲料占比,自有 / 本地饲料占比,"{""自有"": 100, ""本地饲料占比"": 25}",启发生成（需人工审核）
0131_0319_05,其他牲畜疫病防控合格,免疫/检疫/消毒记录齐全无疫情,免疫 / 检疫 / 消毒记录齐全无疫情,"{""免疫"": 100, ""检疫"": 62, ""消毒记录齐全无疫情"": 25}",启发生成（需人工审核）
0131_0319_06,其他牲畜订单销售覆盖率,订单/合同收购占比,订单 / 合同收购占比,"{""订单"": 100, ""合同收购占比"": 25}",启发生成（需人工审核）
0132_01,大鹅/蛋鸡存栏量,大鹅、蛋鸡等存栏,大鹅 / 蛋鸡等存栏,"{""大鹅"": 100, ""蛋鸡等存栏"": 25}",启发生成（需人工审核）
0132_0321_03,鸡的繁殖成活率,成活仔畜/胎次与配种情况,成活仔畜 / 胎次与配种情况,"{""成活仔畜"": 100, ""胎次与配种情况"": 25}",启发生成（需人工审核）
0132_0321_04,鸡的饲料自给率,自有/本地饲料占比,自有 / 本地饲料占比,"{""自有"": 100, ""本地饲料占比"": 25}",启发生成（需人工审核）
0132_0321_05,鸡的疫病防控合格,免疫/检疫/消毒记录齐全无疫情,免疫 / 检疫 / 消毒记录齐全无疫情,"{""免疫"": 100, ""检疫"": 62, ""消毒记录齐全无疫情"": 25}",启发生成（需人工审核）
0132_0321_06,鸡的订单销售覆盖率,订单/合同收购占比,订单 / 合同收购占比,"{""订单"": 100, ""合同收购占比"": 25}",启发生成（需人工审核）
0132_0322_03,鸭的繁殖成活率,成活仔畜/胎次与配种情况,成活仔畜 / 胎次与配种情况,"{""成活仔畜"": 100, ""胎次与配种情况"": 25}",启发生成（需人工审核）
0132_0322_04,鸭的饲料自给率,自有/本地饲料占比,自有 / 本地饲料占比,"{""自有"": 100, ""本地饲料占比"": 25}",启发生成（需人工审核）
0132_0322_05,鸭的疫病防控合格,免疫/检疫/消毒记录齐全无疫情,免疫 / 检疫 / 消毒记录齐全无疫情,"{""免疫"": 100, ""检疫"": 62, ""消毒记录齐全无疫情"": 25}",启发生成（需人工审核）
0132_0322_06,鸭的订单销售覆盖率,订单/合同收购占比,订单 / 合同收购占比,"{""订单"": 100, ""合同收购占比"": 25}",启发生成（需人工审核）
0132_0323_03,鹅的繁殖成活率,成活仔畜/胎次与配种情况,成活仔畜 / 胎次与配种情况,"{""成活仔畜"": 100, ""胎次与配种情况"": 25}",启发生成（需人工审核）
0132_0323_04,鹅的饲料自给率,自有/本地饲料占比,自有 / 本地饲料占比,"{""自有"": 100, ""本地饲料占比"": 25}",启发生成（需人工审核）
0132_0323_05,鹅的疫病防控合格,免疫/检疫/消毒记录齐全无疫情,免疫 / 检疫 / 消毒记录齐全无疫情,"{""免疫"": 100, ""检疫"": 62, ""消毒记录齐全无疫情"": 25}",启发生成（需人工审核）
0132_0323_06,鹅的订单销售覆盖率,订单/合同收购占比,订单 / 合同收购占比,"{""订单"": 100, ""合同收购占比"": 25}",启发生成（需人工审核）
0132_0329_03,其他家禽繁殖成活率,成活仔畜/胎次与配种情况,成活仔畜 / 胎次与配种情况,"{""成活仔畜"": 100, ""胎次与配种情况"": 25}",启发生成（需人工审核）
0132_0329_04,其他家禽饲料自给率,自有/本地饲料占比,自有 / 本地饲料占比,"{""自有"": 100, ""本地饲料占比"": 25}",启发生成（需人工审核）
0132_0329_05,其他家禽疫病防控合格,免疫/检疫/消毒记录齐全无疫情,免疫 / 检疫 / 消毒记录齐全无疫情,"{""免疫"": 100, ""检疫"": 62, ""消毒记录齐全无疫情"": 25}",启发生成（需人工审核）
0132_0329_06,其他家禽订单销售覆盖率,订单/合同收购占比,订单 / 合同收购占比,"{""订单"": 100, ""合同收购占比"": 25}",启发生成（需人工审核）
0132_0329_07,特色禽类品种,鸵鸟/孔雀/鹌鹑/肉鸽等,鸵鸟 / 孔雀 / 鹌鹑 / 肉鸽等,,中性/无配置
0133_0330_03,狩猎和捕捉动物繁殖成活率,成活仔畜/胎次与配种情况,成活仔畜 / 胎次与配种情况,"{""成活仔畜"": 100, ""胎次与配种情况"": 25}",启发生成（需人工审核）
0133_0330_04,狩猎和捕捉动物饲料自给率,自有/本地饲料占比,自有 / 本地饲料占比,"{""自有"": 100, ""本地饲料占比"": 25}",启发生成（需人工审核）
0133_0330_05,狩猎和捕捉动物疫病防控合格,免疫/检疫/消毒记录齐全无疫情,免疫 / 检疫 / 消毒记录齐全无疫情,"{""免疫"": 100, ""检疫"": 62, ""消毒记录齐全无疫情"": 25}",启发生成（需人工审核）
0133_0330_06,狩猎和捕捉动物订单销售覆盖率,订单/合同收购占比,订单 / 合同收购占比,"{""订单"": 100, ""合同收购占比"": 25}",启发生成（需人工审核）
0134_05,特色养殖规模,兔、蜂、鹿、狐貂等存栏,兔 / 蜂 / 鹿 / 狐貂等存栏,"{""兔"": 100, ""蜂"": 75, ""鹿"": 50, ""狐貂等存栏"": 25}",启发生成（需人工审核）
0134_0391_03,兔的繁殖成活率,成活仔畜/胎次与配种情况,成活仔畜 / 胎次与配种情况,"{""成活仔畜"": 100, ""胎次与配种情况"": 25}",启发生成（需人工审核）
0134_0391_04,兔的饲料自给率,自有/本地饲料占比,自有 / 本地饲料占比,"{""自有"": 100, ""本地饲料占比"": 25}",启发生成（需人工审核）
0134_0391_05,兔的疫病防控合格,免疫/检疫/消毒记录齐全无疫情,免疫 / 检疫 / 消毒记录齐全无疫情,"{""免疫"": 100, ""检疫"": 62, ""消毒记录齐全无疫情"": 25}",启发生成（需人工审核）
0134_0391_06,兔的订单销售覆盖率,订单/合同收购占比,订单 / 合同收购占比,"{""订单"": 100, ""合同收购占比"": 25}",启发生成（需人工审核）
0134_0392_03,蜜蜂繁殖成活率,成活仔畜/胎次与配种情况,成活仔畜 / 胎次与配种情况,"{""成活仔畜"": 100, ""胎次与配种情况"": 25}",启发生成（需人工审核）
0134_0392_04,蜜蜂饲料自给率,自有/本地饲料占比,自有 / 本地饲料占比,"{""自有"": 100, ""本地饲料占比"": 25}",启发生成（需人工审核）
0134_0392_05,蜜蜂疫病防控合格,免疫/检疫/消毒记录齐全无疫情,免疫 / 检疫 / 消毒记录齐全无疫情,"{""免疫"": 100, ""检疫"": 62, ""消毒记录齐全无疫情"": 25}",启发生成（需人工审核）
0134_0392_06,蜜蜂订单销售覆盖率,订单/合同收购占比,订单 / 合同收购占比,"{""订单"": 100, ""合同收购占比"": 25}",启发生成（需人工审核）
0134_0399_03,其他未列明畜牧业繁殖成活率,成活仔畜/胎次与配种情况,成活仔畜 / 胎次与配种情况,"{""成活仔畜"": 100, ""胎次与配种情况"": 25}",启发生成（需人工审核）
0134_0399_04,其他未列明畜牧业饲料自给率,自有/本地饲料占比,自有 / 本地饲料占比,"{""自有"": 100, ""本地饲料占比"": 25}",启发生成（需人工审核）
0134_0399_05,其他未列明畜牧业疫病防控合格,免疫/检疫/消毒记录齐全无疫情,免疫 / 检疫 / 消毒记录齐全无疫情,"{""免疫"": 100, ""检疫"": 62, ""消毒记录齐全无疫情"": 25}",启发生成（需人工审核）
0134_0399_06,其他未列明畜牧业订单销售覆盖率,订单/合同收购占比,订单 / 合同收购占比,"{""订单"": 100, ""合同收购占比"": 25}",启发生成（需人工审核）
014_02,寒地冰下养殖面积,冰下/冬季养殖面积,冰下 / 冬季养殖面积,"{""冰下"": 100, ""冬季养殖面积"": 25}",启发生成（需人工审核）
